   6.12,10^6bits/s,2.099,1439038330.291
  10.53,10^6bits/s,2.040,1439038332.331
  11.22,10^6bits/s,2.049,1439038334.380
  11.28,10^6bits/s,2.042,1439038336.422
  11.32,10^6bits/s,2.008,1439038338.431
  11.67,10^6bits/s,2.030,1439038340.461
  12.21,10^6bits/s,2.000,1439038342.461
  11.82,10^6bits/s,2.063,1439038344.524
  11.68,10^6bits/s,2.024,1439038346.547
  12.04,10^6bits/s,2.002,1439038348.549
  12.20,10^6bits/s,2.042,1439038350.591
  12.81,10^6bits/s,2.040,1439038352.631
  12.54,10^6bits/s,2.044,1439038354.675
  12.47,10^6bits/s,2.010,1439038356.686
  12.94,10^6bits/s,2.039,1439038358.725
  12.94,10^6bits/s,2.020,1439038360.745
  12.77,10^6bits/s,2.026,1439038362.770
  12.60,10^6bits/s,2.026,1439038364.797
   9.38,10^6bits/s,2.687,1439038367.484
   8.11,10^6bits/s,0.708,1439038368.192
   7.79,10^6bits/s,2.409,1439038371.031
  13.04,10^6bits/s,2.013,1439038373.045
  12.73,10^6bits/s,2.048,1439038375.093
  12.58,10^6bits/s,2.024,1439038377.117
  12.38,10^6bits/s,2.033,1439038379.151
  13.20,10^6bits/s,2.081,1439038381.231
  12.78,10^6bits/s,2.066,1439038383.298
  12.59,10^6bits/s,2.028,1439038385.326
  12.37,10^6bits/s,2.035,1439038387.361
  12.35,10^6bits/s,2.004,1439038389.365
  12.62,10^6bits/s,2.054,1439038391.419
  13.24,10^6bits/s,2.086,1439038393.505
  12.81,10^6bits/s,2.067,1439038395.571
  12.61,10^6bits/s,2.032,1439038397.604
  12.38,10^6bits/s,2.037,1439038399.640
  12.36,10^6bits/s,2.004,1439038401.644
  12.57,10^6bits/s,2.050,1439038403.694
  13.25,10^6bits/s,2.086,1439038405.780
  12.83,10^6bits/s,2.066,1439038407.846
  11.11,10^6bits/s,0.776,1439038408.622
   5.82,10^6bits/s,4.408,1439038413.677
   7.77,10^6bits/s,2.057,1439038415.733
   8.21,10^6bits/s,2.007,1439038417.741
   8.42,10^6bits/s,2.000,1439038419.741
   8.52,10^6bits/s,2.042,1439038421.783
   8.85,10^6bits/s,2.042,1439038423.825
   9.11,10^6bits/s,2.031,1439038425.856
   8.87,10^6bits/s,2.055,1439038427.912
   9.79,10^6bits/s,2.000,1439038429.912
   9.41,10^6bits/s,2.076,1439038431.988
   9.80,10^6bits/s,2.038,1439038434.026
  10.05,10^6bits/s,2.010,1439038436.036
  10.08,10^6bits/s,2.063,1439038438.100
  10.73,10^6bits/s,2.065,1439038440.165
  11.08,10^6bits/s,2.008,1439038442.172
  11.04,10^6bits/s,2.007,1439038444.179
  11.14,10^6bits/s,2.000,1439038446.179
  11.56,10^6bits/s,2.009,1439038448.188
  11.82,10^6bits/s,1.081,1439038449.269
985600,1638336,16384,40.01,11.06,10^6bits/s
