   1.81,10^6bits/s,2.184,1439038585.678
   1.38,10^6bits/s,2.630,1439038588.307
   1.87,10^6bits/s,2.181,1439038590.489
   1.79,10^6bits/s,2.087,1439038592.575
   1.25,10^6bits/s,2.876,1439038595.451
   1.19,10^6bits/s,2.096,1439038597.547
   1.74,10^6bits/s,2.169,1439038599.715
   1.51,10^6bits/s,2.309,1439038602.024
   1.31,10^6bits/s,2.320,1439038604.344
   1.36,10^6bits/s,2.085,1439038606.429
   1.73,10^6bits/s,2.008,1439038608.438
   1.32,10^6bits/s,2.636,1439038611.073
   1.37,10^6bits/s,2.111,1439038613.185
   1.60,10^6bits/s,2.463,1439038615.647
   1.46,10^6bits/s,2.422,1439038618.070
   1.25,10^6bits/s,2.342,1439038620.412
   1.23,10^6bits/s,2.050,1439038622.461
   1.41,10^6bits/s,1.033,1439038623.494
   1.27,10^6bits/s,2.169,1439038625.759
   1.30,10^6bits/s,2.351,1439038628.110
   1.13,10^6bits/s,2.298,1439038630.408
   1.69,10^6bits/s,2.135,1439038632.544
   1.50,10^6bits/s,2.261,1439038634.805
   1.06,10^6bits/s,2.822,1439038637.626
   7.24,10^6bits/s,2.079,1439038639.705
   7.20,10^6bits/s,2.012,1439038641.717
   2.22,10^6bits/s,6.478,1439038648.195
   1.53,10^6bits/s,2.924,1439038651.119
   1.26,10^6bits/s,2.416,1439038653.535
   2.03,10^6bits/s,2.171,1439038655.706
   1.24,10^6bits/s,3.270,1439038658.976
   1.45,10^6bits/s,2.125,1439038661.101
   1.26,10^6bits/s,2.304,1439038663.405
   1.28,10^6bits/s,0.185,1439038663.590
   1.04,10^6bits/s,2.430,1439038666.333
   1.86,10^6bits/s,2.173,1439038668.507
   1.66,10^6bits/s,2.245,1439038670.751
   1.36,10^6bits/s,2.439,1439038673.190
   1.69,10^6bits/s,2.159,1439038675.349
   1.43,10^6bits/s,2.354,1439038677.703
   1.57,10^6bits/s,2.280,1439038679.983
   1.50,10^6bits/s,2.095,1439038682.078
   1.93,10^6bits/s,2.001,1439038684.079
   1.67,10^6bits/s,2.301,1439038686.380
   1.19,10^6bits/s,2.809,1439038689.189
   1.31,10^6bits/s,2.174,1439038691.363
   1.89,10^6bits/s,2.145,1439038693.508
   1.35,10^6bits/s,2.792,1439038696.300
   1.35,10^6bits/s,2.219,1439038698.519
   1.24,10^6bits/s,2.184,1439038700.703
   1.72,10^6bits/s,2.085,1439038702.788
   1.34,10^6bits/s,1.115,1439038703.903
58240,372480,16384,40.05,1.69,10^6bits/s
